Journal Name,Sinta URL,P-ISSN,E-ISSN,Subject Area,Affiliation,Accreditation,Scopus Indexed,Garuda Indexed,Impact,H5-index,Citations 5yr,Citations,Website URL
Industria.,https://sinta.kemdiktisaintek.go.id/journals/profile/88,2252-7877,2549-3892,"Economy, Health, Science, Education, Agriculture, Social, Engineering","Jurusan Teknologi Industri Pertanian, Fakultas Teknologi Pertanian, Universitas Brawijaya",S1,No,Yes,"1,42",29,3.947,5.05,http://industria.ub.ac.id
The Indonesian Biomedical Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/948,2085-3297,2355-9179,"Health, Science",The Prodia Education and Research Institute,S1,Yes,No,"1,40",17,2.352,2.855,http://inabj.org/
Public health of Indonesia,https://sinta.kemdiktisaintek.go.id/journals/profile/1305,2528-1542,2477-1570,Health,,S1,Yes,Yes,"1,39",17,1.508,1.774,http://stikbar.org/ycabpublisher/index.php/PHI/index
Tropical Animal Science Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/677,2615-787X,2615-790X,"Science, Agriculture",Fakultas Peternakan Institut Pertanian Bogor dan Himpunan Ilmuwan Peternakan Indonesia,S1,Yes,Yes,"1,38",28,6.549,11.046,https://journal.ipb.ac.id/index.php/tasj
Formatif : jurnal ilmiah pendidikan MIPA,https://sinta.kemdiktisaintek.go.id/journals/profile/3560,2088-351X,2502-5457,Education,Universitas Indraprasta PGRI,S1,No,Yes,"1,37",54,14.657,19.234,http://journal.lppmunindra.ac.id/index.php/Formatif/user
Jurnal Biometrika dan Kependudukan,https://sinta.kemdiktisaintek.go.id/journals/profile/4026,2302-707X,2540-8828,"Science, Social",Universitas Airlangga,S1,Yes,Yes,"1,29",24,2.594,2.891,https://e-journal.unair.ac.id/JBK/issue/archive
Nurse Media Journal of Nursing,https://sinta.kemdiktisaintek.go.id/journals/profile/914,2087-7811,2406-8799,Health,"Department of Nursing, Faculty of Medicine, Diponegoro University, Semarang",S1,Yes,Yes,"1,25",24,2.849,4.025,https://ejournal.undip.ac.id/index.php/medianers/index
Register: jurnal ilmiah teknologi sistem informasi.,https://sinta.kemdiktisaintek.go.id/journals/profile/1911,2503-0477,2502-3357,Science,Universitas Pesantren Tinggi Darul ulum,S1,Yes,Yes,"1,18",22,1.778,2.115,http://www.journal.unipdu.ac.id/index.php/register
Tarbiya : Journal of Education in Muslim Society.,https://sinta.kemdiktisaintek.go.id/journals/profile/9135,2442-9848,2356-1416,Education,"Faculty of Educational Sciences, UIN (State Islamic University) Syarif Hidayatullah Jakarta",S1,No,Yes,"1,13",16,1.126,1.535,http://journal.uinjkt.ac.id/index.php/tarbiya
Biotropia.,https://sinta.kemdiktisaintek.go.id/journals/profile/676,1907-770x,1907-770x,Agriculture,Southeast Asian Ministers of Education Organization (SEAMEO),S1,Yes,Yes,"1,10",17,1.961,3.822,http://journal.biotrop.org/index.php/biotropia
Jurnal kesehatan lingkungan,https://sinta.kemdiktisaintek.go.id/journals/profile/4030,1829-7285,2540-881X,Health,Universitas Airlangga,S1,Yes,Yes,"1,85",27,3.242,4.379,https://e-journal.unair.ac.id/JKL/index
Jurnal Kajian Bali.,https://sinta.kemdiktisaintek.go.id/journals/profile/791,2088-4443,2580-0698,"Humanities, Art, Social",Universitas Udayana,S1,Yes,Yes,"1,83",22,2.586,3.391,https://ejournal1.unud.ac.id/index.php/kajianbali
Jurnal Manajemen Hutan Tropika.,https://sinta.kemdiktisaintek.go.id/journals/profile/672,2087-0469,2089-2063,Agriculture,Departemen Manajemen Hutan Fakultas Kehutanan IPB-Rumah Akademisi Kehutanan Indonesia,S1,Yes,Yes,"1,83",23,2.806,3.802,http://journal.ipb.ac.id/index.php/jmht
Journal of Coaching and Sports Science.,https://sinta.kemdiktisaintek.go.id/journals/profile/13683,2963-1459,2963-1483,Science,CV Foundae,S1,No,Yes,"1,80",6,98.0,98.0,https://journal.foundae.com/index.php/jcss
Jurnal ilmiah pendidikan fisika Al-Biruni.,https://sinta.kemdiktisaintek.go.id/journals/profile/2122,2303-1832,2503-023X,"Science, Education, Engineering",Universitas Islam Negeri Raden Intan Lampung,S1,No,Yes,"1,80",37,5.554,7.865,http://ejournal.radenintan.ac.id/index.php/al-biruni/index
Canrea Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/6008,,2621-9468,General/Multidisciplinary,Program Studi Ilmu & Teknologi Pangan Universitas Hasanuddin,S1,Yes,Yes,"1,80",15,1.161,1.235,http://agritech.unhas.ac.id/ojs/index.php/canrea/index
Communication in biomathematical sciences,https://sinta.kemdiktisaintek.go.id/journals/profile/6350,,2549-2896,Science,Indonesian Biomathematical Society,S1,Yes,Yes,"1,79",13,547.0,638.0,http://journals.itb.ac.id/index.php/cbms
Economic journal of emerging markets.,https://sinta.kemdiktisaintek.go.id/journals/profile/855,2086-3128,2502-180x,Economy,Universitas Islam Indonesia,S1,No,Yes,"1,79",26,2.744,4.013,http://journal.uii.ac.id/index.php/JEP
Sains Tanah,https://sinta.kemdiktisaintek.go.id/journals/profile/1067,1412-3606,2356-1424,Education,"Department of Soil Science, Faculty of Agriculture, Universitas Sebelas Maret, Surakarta",S1,Yes,Yes,"1,69",17,1.712,2.2,https://jurnal.uns.ac.id/tanah
Etikonomi.,https://sinta.kemdiktisaintek.go.id/journals/profile/970,1412-8969,2461-0771,Economy,Fakultas Ekonomi dan Bisnis UIN Syarif Hidayatullah Jakarta,S1,No,Yes,"1,69",31,4.483,5.961,http://journal.uinjkt.ac.id/index.php/etikonomi
Script journal: journal of linguistics and english teaching.,https://sinta.kemdiktisaintek.go.id/journals/profile/107,2477-1880,2502-6623,Education,Program Studi Bahasa Inggris Fakultas Keguruan dan Ilmu Pendidikan Universitas Widya Gama Mahakam Samarinda,S1,No,Yes,"2,19",16,1.339,1.603,https://jurnal.fkip-uwgm.ac.id/index.php/Script/issue/archive
Jurnal keperawatan Padjadjaran.,https://sinta.kemdiktisaintek.go.id/journals/profile/806,2338-5324,2442-7276,"Health, Science",Universitas Padjadjaran,S1,Yes,Yes,"2,18",31,3.409,3.768,http://jkp.fkep.unpad.ac.id/index.php/jkp
Indonesian journal of urban and environmental technology.,https://sinta.kemdiktisaintek.go.id/journals/profile/4382,2579-9150,2579-9207,General/Multidisciplinary,Universitas Trisakti,S1,No,Yes,"2,17",12,678.0,768.0,https://e-journal.trisakti.ac.id/index.php/urbanenvirotech
Journal of islamic Architecture.,https://sinta.kemdiktisaintek.go.id/journals/profile/898,,2356-4644,"Humanities, Art, Engineering",Jurusan Teknik Arsitektur UIN Maulana Malik Ibrahim Malang,S1,Yes,Yes,"2,07",18,1.613,2.058,http://ejournal.uin-malang.ac.id/index.php/JIA
Journal of the civil engineering forum,https://sinta.kemdiktisaintek.go.id/journals/profile/1278,2581-1037,2549-5925,"Social, Engineering",Universitas Gadjah Mada,S1,No,Yes,"2,06",14,1.236,1.289,https://jurnal.ugm.ac.id/v3/jcef/
Jurnal infotel.,https://sinta.kemdiktisaintek.go.id/journals/profile/1170,2085-3688,2460-0997,"Science, Engineering",LPPM Institut Teknologi Telkom Purwokerto,S1,No,Yes,"2,00",21,2.213,3.265,https://ejournal.ittelkom-pwt.ac.id/index.php/infotel
Al-Jabar.,https://sinta.kemdiktisaintek.go.id/journals/profile/1246,2086-5872,2540-7562,Education,Prodi Pendidikan Matematika UIN Raden Intan Lampung,S1,No,Yes,"1,97",43,7.233,10.028,http://ejournal.radenintan.ac.id/index.php/al-jabar/issue/archive
Jurnal Ners,https://sinta.kemdiktisaintek.go.id/journals/profile/727,1858-3598,2502-5791,Health,Fakultas Keperawatan Universitas Airlangga,S1,Yes,Yes,"1,94",26,5.059,6.593,http://e-journal.unair.ac.id/index.php/JNERS/
Journal of Public Health and Pharmacy.,https://sinta.kemdiktisaintek.go.id/journals/profile/12310,,2775-4952,Health,Pusat Pengembangan Teknologi Informasi Dan Jurnal,S1,Yes,Yes,"1,93",7,297.0,306.0,https://jurnal.unismuhpalu.ac.id/index.php/jphp/index
The Indonesian Journal of Occupational Safety and Health.,https://sinta.kemdiktisaintek.go.id/journals/profile/3974,2301-8046,2540-7872,Health,Surabaya: Fakultas Kesehatan Masyarakat Universitas Airlangga,S1,Yes,No,"1,88",31,4.924,6.402,https://e-journal.unair.ac.id/IJOSH/issue/archive
Indonesian journal of chemistry.,https://sinta.kemdiktisaintek.go.id/journals/profile/662,1411-9420,2460-1578,"Science, Engineering",Universitas Gadjah Mada,S1,Yes,Yes,"1,09",34,11.689,17.342,https://journal.ugm.ac.id/index.php/ijc
Online Learning in Educational Research.,https://sinta.kemdiktisaintek.go.id/journals/profile/13087,2798-9736,2798-2351,Education,Foundation of Advanced Education,S1,No,Yes,"1,08",6,151.0,152.0,https://journal.foundae.com/index.php/oler
Hayati Journal of Biosciences.,https://sinta.kemdiktisaintek.go.id/journals/profile/683,2086-4094,2086-4094,"Science, Agriculture","Department of Biology, Bogor Agricultural University",S1,Yes,Yes,"1,08",36,8.161,13.847,http://journal.ipb.ac.id/index.php/hayati/
Jurnal Penelitian dan Evaluasi Pendidikan.,https://sinta.kemdiktisaintek.go.id/journals/profile/746,,2338-6061,"Science, Education",Program Pascasarjana Universitas Negeri Yogyakarta bekerjasama dengan Himpunan Evaluasi penelitian Indonesia,S1,No,Yes,"1,07",36,6.105,9.057,https://journal.uny.ac.id/index.php/jpep/
Jurnal ilmiah perikanan dan kelautan,https://sinta.kemdiktisaintek.go.id/journals/profile/3997,2085-5842,2528-0759,Science,"Fakultas Perikanan dan Kelautan, Universitas Airlangga",S1,Yes,Yes,"1,04",21,3.113,4.331,https://e-journal.unair.ac.id/JIPK/issue/archive
Jurnal keperawatan Indonesia.,https://sinta.kemdiktisaintek.go.id/journals/profile/1001,1410-4490,2354-9203,Health,Universitas Indonesia,S1,Yes,Yes,"1,03",37,8.041,11.151,http://jki.ui.ac.id/index.php/jki
International Journal of Islamic Khazanah.,https://sinta.kemdiktisaintek.go.id/journals/profile/7347,2302-9366,2302-9781,Religion,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1,Yes,Yes,"1,00",10,411.0,440.0,https://khazanah.uinsgd.ac.id/index.php/ijik
Indonesian Journal of Medical Laboratory Science and Technology.,https://sinta.kemdiktisaintek.go.id/journals/profile/6922,2684-6748,2656-9825,Science,Universitas Nahdlatul Ulama Surabaya,S1,Yes,Yes,"1,00",9,341.0,357.0,https://journal2.unusa.ac.id/index.php/IJMLST
Indonesian aquaculture journal,https://sinta.kemdiktisaintek.go.id/journals/profile/2756,0215-0883,2502-6577,"Science, Agriculture","Pusat Riset Perikanan, Badan Penyuluhan dan Pengembangan Sumber Daya Manusia Kelautan dan Perikanan",S1,Yes,Yes,"1,00",12,821.0,1.115,http://ejournal-balitbang.kkp.go.id/index.php/iaj/index
Indonesian Journal of Biotechnology.,https://sinta.kemdiktisaintek.go.id/journals/profile/732,0853-8654,2089-2241,Science,Pusat Studi Bioteknologi dan Sekolah Pascasarjana Universitas Gadjah Mada,S1,Yes,Yes,"0,98",14,1.264,1.906,https://jurnal.ugm.ac.id/ijbiotech
Amerta nutrition,https://sinta.kemdiktisaintek.go.id/journals/profile/3989,2580-9776,2580-1163,"Health, Education",Universitas Airlangga,S1,Yes,Yes,"1,60",48,8.701,9.812,https://e-journal.unair.ac.id/AMNT
"Advance Sustainable Science, Engineering and Technology.",https://sinta.kemdiktisaintek.go.id/journals/profile/9529,,2715-4211,"Science, Engineering",Universitas PGRI Semarang,S1,Yes,Yes,"1,59",11,904.0,1.012,http://journal.upgris.ac.id/index.php/asset
The Indonesian journal of public health,https://sinta.kemdiktisaintek.go.id/journals/profile/4049,1829-7005,2540-8836,Health,Universitas Airlangga,S1,Yes,Yes,"1,58",28,3.225,3.879,https://e-journal.unair.ac.id/IJPH/index
Jurnal hukum Novelty,https://sinta.kemdiktisaintek.go.id/journals/profile/262,1412-6834,2550-0090,Social,Universitas Ahmad Dahlan,S1,Yes,Yes,"1,52",15,803.0,870.0,http://journal.uad.ac.id/index.php/Novelty/index
Addin.,https://sinta.kemdiktisaintek.go.id/journals/profile/817,0854-0594,2476-9479,"Humanities, Education, Art, Religion",LPPM IAIN Kudus,S1,No,Yes,"1,50",25,2.152,3.066,http://journal.stainkudus.ac.id/index.php/Addin
Jurnal Optimasi Sistem Industri.,https://sinta.kemdiktisaintek.go.id/journals/profile/635,2088-4842,2442-8795,"Science, Engineering",Jurusan Teknik Industri Universitas Andalas,S1,Yes,Yes,"1,50",24,2.445,2.912,http://josi.ft.unand.ac.id/index.php/josi/issue/view/21
Ulul Albab : Jurnal Studi Islam,https://sinta.kemdiktisaintek.go.id/journals/profile/985,1858-4349,2442-5249,"Humanities, Art, Religion",UIN Maulana Malik Ibrahim Malang,S1,No,Yes,"1,50",23,2.488,3.191,https://ejournal.uin-malang.ac.id/index.php/ululalbab/index
Kesmas.,https://sinta.kemdiktisaintek.go.id/journals/profile/949,1907-7505,2460-0601,Health,Universitas Indonesia,S1,Yes,Yes,"1,47",33,5.32,8.955,https://journal.fkm.ui.ac.id/kesmas/issue/archive
Jurnal Nasional Teknik Elektro.,https://sinta.kemdiktisaintek.go.id/journals/profile/4034,2302-2949,2407-7267,"Economy, Science, Education",Jurusan Teknik Elektro Universitas Andalas,S1,No,Yes,"1,46",17,1.601,2.419,https://jnte.ft.unand.ac.id/index.php/jnte
Communications in science and technology,https://sinta.kemdiktisaintek.go.id/journals/profile/3601,2502-9258,2502-9266,Engineering,Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI),S1,Yes,Yes,"1,43",16,1.531,1.667,https://cst.kipmi.or.id
Record and Library Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/3260,,2442-5168,Science,Prodi Teknisi Perpustakaan Fakultas Vokasi Universitas Airlangga,S1,Yes,Yes,"0,17",15,1.0,1.103,https://e-journal.unair.ac.id/RLJ/index
Cheesa.,https://sinta.kemdiktisaintek.go.id/journals/profile/6672,2614-8757,2615-2347,Engineering & Computer Science,Universitas PGRI Madiun,S1,No,Yes,"0,14",12,412.0,439.0,http://e-journal.unipma.ac.id/index.php/cheesa
Bali Journal of Anesthesiology,https://sinta.kemdiktisaintek.go.id/journals/profile/1626,2549-2276,2549-2276,"Health, Education",Faculty of Medicine Udayana University,S1,Yes,Yes,"0,12",8,299.0,387.0,http://www.bjoaonline.com/
Journal of Law and Legal Reform.,https://sinta.kemdiktisaintek.go.id/journals/profile/8405,2715-0941,2715-0968,Law,Universitas Negeri Semarang,S1,Yes,Yes,"0,00",9,426.0,426.0,https://journal.unnes.ac.id/journals/jllr
International Journal of Applied Power Engineering.,https://sinta.kemdiktisaintek.go.id/journals/profile/8824,2252-8792,2722-2624,Engineering & Computer Science,Institute of Advanced Engineering and Science,S1,Yes,Yes,"0,00",15,1.145,1.665,http://ijape.iaescore.com/index.php/IJAPE
Al-'Adalah.,https://sinta.kemdiktisaintek.go.id/journals/profile/764,0854-1272,2614-171X,"Social, Religion",Fakultas Syari'ah Universitas Islam Negeri Raden Intan Lampung,S1,Yes,Yes,"0,00",35,4.829,5.89,http://ejournal.radenintan.ac.id/index.php/adalah/index
Syariah Jurnal Hukum dan Pemikiran,https://sinta.kemdiktisaintek.go.id/journals/profile/4126,1412-6303,2549-000x,Social,Universitas Islam Negeri Antasari Banjarmasin,S1,Yes,Yes,"0,00",18,1.253,1.529,http://jurnal.uin-antasari.ac.id/index.php/syariah
Al-Ihkam : Jurnal Hukum dan Pranata Sosial.,https://sinta.kemdiktisaintek.go.id/journals/profile/1614,2442-3084,2442-3084,Social,Jurusan Syariah Institut Agama Islam Negeri Madura,S1,Yes,Yes,"0,00",24,2.417,3.041,http://ejournal.iainmadura.ac.id/index.php/alihkam/index
Bestuur.,https://sinta.kemdiktisaintek.go.id/journals/profile/6904,2302-3783,2722-4708,General/Multidisciplinary,Universitas Sebelas Maret,S1,Yes,Yes,"0,00",25,1.66,2.25,https://jurnal.uns.ac.id/bestuur/index
International Jounral of Electrical Engineering and Informatics,https://sinta.kemdiktisaintek.go.id/journals/profile/688,2087-5886,2087-5886,Engineering & Computer Science,School of Electrical Engineering and Informatics  Institut Teknologi Bandung,S1,Yes,No,"0,00",18,1.501,4.509,http://www.ijeei.org/
Buletin Peternakan,https://sinta.kemdiktisaintek.go.id/journals/profile/851,0126-4400,2407-876X,"Health, Education",Universitas Gadjah Mada,S1,No,Yes,"0,00",31,4.98,8.447,http://buletinpeternakan.fapet.ugm.ac.id
Jurnal keperawatan Soedirman.,https://sinta.kemdiktisaintek.go.id/journals/profile/131,1907-6673,2579-9320,Health,"Jurusan Keperawatan, Fakultas Ilmu-ilmu Kesehatan, Universitas Jenderal Soedirman",S1,Yes,Yes,"0,00",28,2.824,4.521,http://jos.unsoed.ac.id/index.php/jks/index
Lentera Hukum.,https://sinta.kemdiktisaintek.go.id/journals/profile/4040,2355-4673,2621-3710,Social,Universitas Jember,S1,Yes,Yes,"0,00",14,731.0,744.0,https://jurnal.unej.ac.id/index.php/eJLH/issue/archive
Critical Care and Shock.,https://sinta.kemdiktisaintek.go.id/journals/profile/687,,1410-7767,General/Multidisciplinary,Indonesian Society of Critical Care Medicine,S1,Yes,No,"0,00",0,0.0,0.0,http://criticalcareshock.org/
International journal on emerging mathematics education,https://sinta.kemdiktisaintek.go.id/journals/profile/1141,2549-4996,2548-5806,Education,Universitas Ahmad Dahlan bekerjasama dengan SEAMEO Regional Centre for QITEP in Mathematics,S1,No,Yes,"0,00",18,829.0,1.411,http://journal.uad.ac.id/index.php/IJEME
Indonesian journal on geoscience.,https://sinta.kemdiktisaintek.go.id/journals/profile/896,2355-9314,2355-9306,Science,Geological Agency of Indonesia,S1,Yes,Yes,"0,00",21,2.407,4.184,http://ijog.bgl.esdm.go.id
Harmonia: journal of arts research and education,https://sinta.kemdiktisaintek.go.id/journals/profile/815,2541-1683,2541-2426,"Humanities, Art","Department of Drama, Dance and Music, Faculty of Language and Arts, Universitas Negeri Semarang",S1,Yes,Yes,"0,00",21,2.609,4.332,https://journal.unnes.ac.id/journals/harmonia
Scientific contributions oil and gas,https://sinta.kemdiktisaintek.go.id/journals/profile/2966,2089-3361,2541-0520,Science,LEMIGAS,S1,Yes,Yes,"0,00",6,184.0,320.0,https://journal.lemigas.esdm.go.id/index.php/SCOG
Interiority.,https://sinta.kemdiktisaintek.go.id/journals/profile/5254,2614-6584,2615-3386,General/Multidisciplinary,"Department of Architecture, Faculty of Engineering, Universitas Indonesia",S1,Yes,Yes,"0,00",11,639.0,716.0,https://interiority.eng.ui.ac.id/index.php/journal
Borneo Journal of Pharmacy.,https://sinta.kemdiktisaintek.go.id/journals/profile/5983,,2621-4814,General/Multidisciplinary,Institute for Researchs and Community Services Universitas Muhammadiyah Palangkaraya,S1,No,Yes,"0,73",19,1.578,1.691,https://journal.umpr.ac.id/index.php/bjop
ISCC (Indonesian Journal of Cancer Chemoprevention),https://sinta.kemdiktisaintek.go.id/journals/profile/3550,2088-0197,2355-8989,"Health, Science",Indonesian Society for Cancer Chemoprevention,S1,No,Yes,"0,72",15,1.157,1.327,https://ijcc.chemoprev.org/index.php/ijcc/
K@ta,https://sinta.kemdiktisaintek.go.id/journals/profile/889,1411-2639,2302-6294,Education,Universitas Kristen Petra,S1,No,Yes,"0,71",14,917.0,2.172,https://kata.petra.ac.id/
Acta medica Indonesiana.,https://sinta.kemdiktisaintek.go.id/journals/profile/679,2338-2732,2338-2732,General/Multidisciplinary,PB PAPDI (Perhimpunan Dokter Spesialis Penyakit Dalam Indonesia),S1,Yes,Yes,"0,67",40,9.68,18.786,http://www.actamedindones.org/index.php/ijim
Arteks.,https://sinta.kemdiktisaintek.go.id/journals/profile/3947,2541-0598,2541-1217,Engineering,Universitas Katolik Widya Mandira,S1,No,Yes,"0,64",17,1.549,1.775,https://journal.unwira.ac.id/index.php/ARTEKS/index
Habitat,https://sinta.kemdiktisaintek.go.id/journals/profile/1478,0853-5167,2338-2007,Education,"Fakultas Pertanian, Universitas Brawijaya",S1,No,Yes,"0,64",20,1.721,2.199,https://habitat.ub.ac.id/index.php/habitat
Wacana.,https://sinta.kemdiktisaintek.go.id/journals/profile/916,1411-2272,2407-6899,"Humanities, Social",Universitas Indonesia,S1,Yes,Yes,"0,54",19,2.83,4.748,https://scholarhub.ui.ac.id/wacana/
Jurnal Kedokteran dan Kesehatan Indonesia.,https://sinta.kemdiktisaintek.go.id/journals/profile/2137,2085-4145,2527-2950,"Health, Science","Fakultas Kedokteran, Universitas Islam Indonesia",S1,No,Yes,"0,50",4,40.0,42.0,https://journal.uii.ac.id/JKKI
Heart Science Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/12411,2721-9976,2721-9984,Science,Universitas Brawijaya,S1,Yes,Yes,"0,46",4,167.0,169.0,https://heartscience.ub.ac.id/index.php/heartscience
